benchmark,id,dataset,strategy,development_only,expected_sources,top5_chunk_ids,top5_sources,b0_b2_taxonomy,ANY@1,ALL@1,Legislation Hit@1,ANY@3,ALL@3,Legislation Hit@3,ANY@5,ALL@5,Legislation Hit@5,cross-law intrusion@5
M10E-A,q019,5326,B2,True,5326/normal/8,5326-madde-8-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-24-chunk-001 | 5326-madde-25-chunk-001,5326/normal/8 | 5326/normal/15 | 5326/normal/27 | 5326/normal/24 | 5326/normal/25,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q019,5326,C1,True,5326/normal/8,5326-madde-8-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-24-chunk-001 | 5326-madde-25-chunk-001,5326/normal/8 | 5326/normal/15 | 5326/normal/27 | 5326/normal/24 | 5326/normal/25,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q019,5326,C2,True,5326/normal/8,5326-madde-8-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-24-chunk-001 | 5326-madde-16-chunk-001,5326/normal/8 | 5326/normal/15 | 5326/normal/27 | 5326/normal/24 | 5326/normal/16,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q020,5326,B0,True,5326/normal/10,5326-madde-5-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-10-chunk-001 | 5326-madde-20-chunk-001,5326/normal/5 | 5326/normal/12 | 5326/normal/28 | 5326/normal/10 | 5326/normal/20,HYBRID RECOVERY,False,False,True,False,False,True,True,True,True,0.0
M10E-A,q020,5326,B2,True,5326/normal/10,5326-madde-10-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-5-chunk-001,5326/normal/10 | 5326/normal/22 | 5326/normal/14 | 5326/normal/12 | 5326/normal/5,HYBRID RECOVERY,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q020,5326,C1,True,5326/normal/10,5326-madde-5-chunk-001 | 5326-madde-10-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-12-chunk-001,5326/normal/5 | 5326/normal/10 | 5326/normal/22 | 5326/normal/14 | 5326/normal/12,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q020,5326,C2,True,5326/normal/10,5326-madde-5-chunk-001 | 5326-madde-10-chunk-001 | 5326-madde-12-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-28-chunk-001,5326/normal/5 | 5326/normal/10 | 5326/normal/12 | 5326/normal/22 | 5326/normal/28,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q021,5326,B0,True,5326/normal/18,5326-madde-18-chunk-001 | 4458-madde-57-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-180-chunk-001,5326/normal/18 | 4458/normal/57 | 5326/normal/14 | 5326/normal/27 | 4458/normal/180,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q021,5326,B2,True,5326/normal/18,5326-madde-18-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-237-chunk-001 | 5326-madde-28-chunk-001 | 4458-madde-231-chunk-001,5326/normal/18 | 5326/normal/27 | 4458/normal/237 | 5326/normal/28 | 4458/normal/231,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q021,5326,C1,True,5326/normal/18,5326-madde-18-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-237-chunk-001 | 5326-madde-28-chunk-001 | 4458-madde-231-chunk-001,5326/normal/18 | 5326/normal/27 | 4458/normal/237 | 5326/normal/28 | 4458/normal/231,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q021,5326,C2,True,5326/normal/18,5326-madde-18-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-57-chunk-001 | 4458-madde-237-chunk-001 | 5326-madde-14-chunk-001,5326/normal/18 | 5326/normal/27 | 4458/normal/57 | 4458/normal/237 | 5326/normal/14,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q022,5326,B0,True,5326/normal/22,5326-madde-25-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-43-a-chunk-001,5326/normal/25 | 5326/normal/26 | 5326/normal/22 | 5326/normal/27 | 5326/normal/43/a,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q022,5326,B2,True,5326/normal/22,5326-madde-26-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-27-chunk-001,5326/normal/26 | 5326/normal/22 | 5326/normal/23 | 5326/normal/28 | 5326/normal/27,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q022,5326,C1,True,5326/normal/22,5326-madde-25-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-28-chunk-001,5326/normal/25 | 5326/normal/26 | 5326/normal/22 | 5326/normal/23 | 5326/normal/28,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q022,5326,C2,True,5326/normal/22,5326-madde-25-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-27-chunk-001,5326/normal/25 | 5326/normal/26 | 5326/normal/22 | 5326/normal/23 | 5326/normal/27,BENIGN REORDERING,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q023,5326,B0,True,5326/normal/26,5326-madde-29-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-25-chunk-001,5326/normal/29 | 5326/normal/27 | 4458/normal/242 | 5326/normal/26 | 5326/normal/25,HYBRID RECOVERY,False,False,True,False,False,True,True,True,True,0.2
M10E-A,q023,5326,B2,True,5326/normal/26,5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-29-chunk-001 | 5326-madde-25-chunk-001,5326/normal/27 | 5326/normal/26 | 4458/normal/242 | 5326/normal/29 | 5326/normal/25,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.2
M10E-A,q023,5326,C1,True,5326/normal/26,5326-madde-29-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-25-chunk-001,5326/normal/29 | 5326/normal/27 | 5326/normal/26 | 4458/normal/242 | 5326/normal/25,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.2
M10E-A,q023,5326,C2,True,5326/normal/26,5326-madde-29-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-25-chunk-001,5326/normal/29 | 5326/normal/27 | 4458/normal/242 | 5326/normal/26 | 5326/normal/25,HYBRID RECOVERY,False,False,True,False,False,True,True,True,True,0.2
M10E-A,q024,5326,B0,True,5326/normal/13,5326-madde-13-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-37-chunk-001,5326/normal/13 | 5326/normal/14 | 5326/normal/43/a | 5326/normal/41 | 5326/normal/37,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q024,5326,B2,True,5326/normal/13,5326-madde-13-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-43-c-chunk-001 | 4458-madde-146-chunk-001,5326/normal/13 | 5326/normal/14 | 5326/normal/20 | 5326/normal/43/c | 4458/normal/146,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q024,5326,C1,True,5326/normal/13,5326-madde-13-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-43-c-chunk-001 | 4458-madde-146-chunk-001,5326/normal/13 | 5326/normal/14 | 5326/normal/20 | 5326/normal/43/c | 4458/normal/146,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q024,5326,C2,True,5326/normal/13,5326-madde-13-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-41-chunk-001,5326/normal/13 | 5326/normal/14 | 5326/normal/43/a | 5326/normal/20 | 5326/normal/41,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q025,5326,B0,True,5326/normal/15,5326-madde-43-a-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-14-chunk-001,5326/normal/43/a | 5326/normal/15 | 5326/normal/27 | 5326/normal/28 | 5326/normal/14,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q025,5326,B2,True,5326/normal/15,5326-madde-15-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-28-chunk-001,5326/normal/15 | 5326/normal/27 | 5326/normal/23 | 5326/normal/14 | 5326/normal/28,HYBRID RECOVERY,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q025,5326,C1,True,5326/normal/15,5326-madde-43-a-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-14-chunk-001,5326/normal/43/a | 5326/normal/15 | 5326/normal/27 | 5326/normal/23 | 5326/normal/14,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q025,5326,C2,True,5326/normal/15,5326-madde-43-a-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-28-chunk-001,5326/normal/43/a | 5326/normal/15 | 5326/normal/27 | 5326/normal/23 | 5326/normal/28,HYBRID RECOVERY,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q026,5326,B0,True,5326/normal/17,5326-madde-17-chunk-001 | 5326-madde-28-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-29-chunk-001,5326/normal/17 | 5326/normal/28 | 4458/normal/242 | 5326/normal/27 | 5326/normal/29,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q026,5326,B2,True,5326/normal/17,5326-madde-17-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-231-chunk-001 | 5326-madde-20-chunk-001,5326/normal/17 | 4458/normal/242 | 5326/normal/27 | 4458/normal/231 | 5326/normal/20,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q026,5326,C1,True,5326/normal/17,5326-madde-17-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-231-chunk-001 | 5326-madde-20-chunk-001,5326/normal/17 | 4458/normal/242 | 5326/normal/27 | 4458/normal/231 | 5326/normal/20,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q026,5326,C2,True,5326/normal/17,5326-madde-17-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-29-chunk-001,5326/normal/17 | 4458/normal/242 | 5326/normal/28 | 5326/normal/27 | 5326/normal/29,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q027,5326,B0,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-27-chunk-001,5326/normal/20 | 5326/gecici/3 | 5326/normal/21 | 5326/normal/28 | 5326/normal/27,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q027,5326,B2,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-23-chunk-001,5326/normal/20 | 5326/normal/21 | 5326/normal/17 | 5326/normal/43/a | 5326/normal/23,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q027,5326,C1,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-23-chunk-001,5326/normal/20 | 5326/normal/21 | 5326/normal/17 | 5326/normal/43/a | 5326/normal/23,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q027,5326,C2,True,5326/normal/20,5326-madde-20-chunk-001 | 5326-madde-21-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-28-chunk-001,5326/normal/20 | 5326/normal/21 | 5326/gecici/3 | 5326/normal/17 | 5326/normal/28,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q028,5326,B0,True,5326/normal/27,4458-madde-227-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 4458-gecici-madde-6-chunk-002 | 4458-gecici-madde-10-chunk-001,4458/normal/227 | 5326/normal/27 | 5326/normal/28 | 4458/gecici/6 | 4458/gecici/10,HYBRID RECOVERY | CROSS-LAW INTRUSION,False,False,False,True,True,True,True,True,True,0.6
M10E-A,q028,5326,B2,True,5326/normal/27,5326-madde-27-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-28-chunk-001 | 4458-madde-242-chunk-001 | 4458-madde-197-chunk-001,5326/normal/27 | 5326/normal/21 | 5326/normal/28 | 4458/normal/242 | 4458/normal/197,HYBRID RECOVERY | CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q028,5326,C1,True,5326/normal/27,4458-madde-227-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-28-chunk-001 | 4458-madde-242-chunk-001,4458/normal/227 | 5326/normal/27 | 5326/normal/21 | 5326/normal/28 | 4458/normal/242,HYBRID RECOVERY | CROSS-LAW INTRUSION,False,False,False,True,True,True,True,True,True,0.4
M10E-A,q028,5326,C2,True,5326/normal/27,4458-madde-227-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-21-chunk-001 | 4458-gecici-madde-6-chunk-002,4458/normal/227 | 5326/normal/27 | 5326/normal/28 | 5326/normal/21 | 4458/gecici/6,HYBRID RECOVERY | CROSS-LAW INTRUSION,False,False,False,True,True,True,True,True,True,0.4
M10E-A,q029,5326,B0,True,5326/normal/30,5326-madde-30-chunk-001 | 5326-madde-29-chunk-001 | 5326-madde-31-chunk-001 | 5326-madde-27-chunk-001 | 5326-gecici-madde-3-chunk-001,5326/normal/30 | 5326/normal/29 | 5326/normal/31 | 5326/normal/27 | 5326/gecici/3,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q029,5326,B2,True,5326/normal/30,5326-madde-30-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-31-chunk-001 | 5326-madde-26-chunk-001 | 4458-madde-232-chunk-001,5326/normal/30 | 5326/normal/27 | 5326/normal/31 | 5326/normal/26 | 4458/normal/232,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q029,5326,C1,True,5326/normal/30,5326-madde-30-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-31-chunk-001 | 5326-madde-26-chunk-001 | 4458-madde-232-chunk-001,5326/normal/30 | 5326/normal/27 | 5326/normal/31 | 5326/normal/26 | 4458/normal/232,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.2
M10E-A,q029,5326,C2,True,5326/normal/30,5326-madde-30-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-29-chunk-001 | 5326-madde-31-chunk-001 | 5326-gecici-madde-3-chunk-001,5326/normal/30 | 5326/normal/27 | 5326/normal/29 | 5326/normal/31 | 5326/gecici/3,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q030,5326,B0,True,5326/normal/39,5326-madde-39-chunk-001 | 4458-madde-191-chunk-001 | 5326-madde-43-c-chunk-001 | 5326-madde-42-chunk-001 | 4458-madde-232-chunk-001,5326/normal/39 | 4458/normal/191 | 5326/normal/43/c | 5326/normal/42 | 4458/normal/232,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.4
M10E-A,q030,5326,B2,True,5326/normal/39,5326-madde-39-chunk-001 | 4458-madde-238-chunk-001 | 4458-madde-55-chunk-001 | 5326-madde-23-chunk-001 | 4458-madde-191-chunk-001,5326/normal/39 | 4458/normal/238 | 4458/normal/55 | 5326/normal/23 | 4458/normal/191,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.6
M10E-A,q030,5326,C1,True,5326/normal/39,5326-madde-39-chunk-001 | 4458-madde-238-chunk-001 | 4458-madde-55-chunk-001 | 5326-madde-23-chunk-001 | 4458-madde-191-chunk-001,5326/normal/39 | 4458/normal/238 | 4458/normal/55 | 5326/normal/23 | 4458/normal/191,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.6
M10E-A,q030,5326,C2,True,5326/normal/39,5326-madde-39-chunk-001 | 4458-madde-238-chunk-001 | 4458-madde-191-chunk-001 | 4458-madde-55-chunk-001 | 5326-madde-43-c-chunk-001,5326/normal/39 | 4458/normal/238 | 4458/normal/191 | 4458/normal/55 | 5326/normal/43/c,CROSS-LAW INTRUSION,True,True,True,True,True,True,True,True,True,0.6
M10E-A,q031,5326,B0,True,5326/normal/41,5326-madde-41-chunk-001 | 5326-madde-36-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-32-chunk-001 | 5326-madde-33-chunk-001,5326/normal/41 | 5326/normal/36 | 5326/normal/43/a | 5326/normal/32 | 5326/normal/33,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q031,5326,B2,True,5326/normal/41,5326-madde-41-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-42-a-chunk-001,5326/normal/41 | 5326/normal/37 | 5326/normal/43/a | 5326/normal/17 | 5326/normal/42/a,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q031,5326,C1,True,5326/normal/41,5326-madde-41-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-42-a-chunk-001,5326/normal/41 | 5326/normal/37 | 5326/normal/43/a | 5326/normal/17 | 5326/normal/42/a,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q031,5326,C2,True,5326/normal/41,5326-madde-41-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-36-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-32-chunk-001,5326/normal/41 | 5326/normal/37 | 5326/normal/36 | 5326/normal/43/a | 5326/normal/32,BENIGN REORDERING,True,True,True,True,True,True,True,True,True,0.0
M10E-A,q032,5326,B0,True,5326/normal/22 | 5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-24-chunk-001,5326/normal/25 | 5326/normal/27 | 5326/normal/26 | 5326/normal/28 | 5326/normal/24,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,True,False,True,True,False,True,True,False,True,0.0
M10E-A,q032,5326,B2,True,5326/normal/22 | 5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-28-chunk-001,5326/normal/25 | 5326/normal/26 | 5326/normal/22 | 5326/normal/23 | 5326/normal/28,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,True,False,True,True,True,True,True,True,True,0.0
M10E-A,q032,5326,C1,True,5326/normal/22 | 5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-28-chunk-001,5326/normal/25 | 5326/normal/26 | 5326/normal/22 | 5326/normal/23 | 5326/normal/28,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,True,False,True,True,True,True,True,True,True,0.0
M10E-A,q032,5326,C2,True,5326/normal/22 | 5326/normal/25,5326-madde-25-chunk-001 | 5326-madde-26-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-22-chunk-001 | 5326-madde-28-chunk-001,5326/normal/25 | 5326/normal/26 | 5326/normal/27 | 5326/normal/22 | 5326/normal/28,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,True,False,True,True,False,True,True,True,True,0.0
M10E-A,q033,5326,B0,True,5326/normal/23 | 5326/normal/24,5326-madde-27-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-24-chunk-001 | 5326-madde-28-chunk-001,5326/normal/27 | 5326/normal/15 | 5326/normal/20 | 5326/normal/24 | 5326/normal/28,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,False,False,True,False,False,True,True,False,True,0.0
M10E-A,q033,5326,B2,True,5326/normal/23 | 5326/normal/24,5326-madde-27-chunk-001 | 5326-madde-24-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-28-chunk-001,5326/normal/27 | 5326/normal/24 | 5326/normal/20 | 5326/normal/23 | 5326/normal/28,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,False,False,True,True,False,True,True,True,True,0.0
M10E-A,q033,5326,C1,True,5326/normal/23 | 5326/normal/24,5326-madde-27-chunk-001 | 5326-madde-24-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-23-chunk-001 | 5326-madde-28-chunk-001,5326/normal/27 | 5326/normal/24 | 5326/normal/20 | 5326/normal/23 | 5326/normal/28,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,False,False,True,True,False,True,True,True,True,0.0
M10E-A,q033,5326,C2,True,5326/normal/23 | 5326/normal/24,5326-madde-27-chunk-001 | 5326-madde-24-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-28-chunk-001,5326/normal/27 | 5326/normal/24 | 5326/normal/15 | 5326/normal/20 | 5326/normal/28,HYBRID RECOVERY | MULTI-SOURCE COMPLETENESS GAIN,False,False,True,True,False,True,True,False,True,0.0
M10E-A,q034,5326,B0,True,5326/normal/26 | 5326/normal/27,5326-madde-26-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-29-chunk-001 | 4458-madde-242-chunk-001,5326/normal/26 | 5326/normal/27 | 5326/normal/28 | 5326/normal/29 | 4458/normal/242,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.2
M10E-A,q034,5326,B2,True,5326/normal/26 | 5326/normal/27,5326-madde-26-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-29-chunk-001,5326/normal/26 | 5326/normal/27 | 4458/normal/242 | 5326/normal/28 | 5326/normal/29,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.2
M10E-A,q034,5326,C1,True,5326/normal/26 | 5326/normal/27,5326-madde-26-chunk-001 | 5326-madde-27-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-29-chunk-001,5326/normal/26 | 5326/normal/27 | 4458/normal/242 | 5326/normal/28 | 5326/normal/29,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.2
M10E-A,q034,5326,C2,True,5326/normal/26 | 5326/normal/27,5326-madde-26-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 4458-madde-242-chunk-001 | 5326-madde-29-chunk-001,5326/normal/26 | 5326/normal/27 | 5326/normal/28 | 4458/normal/242 | 5326/normal/29,BENIGN REORDERING,True,False,True,True,True,True,True,True,True,0.2
M10E-A,q035,5326,B0,True,5326/normal/17 | 5326/normal/31,5326-madde-17-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-43-a-chunk-001,5326/normal/17 | 5326/normal/28 | 5326/normal/27 | 5326/normal/21 | 5326/normal/43/a,HYBRID RECOVERY | DENSE EVIDENCE DISPLACEMENT | MULTI-SOURCE COMPLETENESS GAIN,True,False,True,True,False,True,True,False,True,0.0
M10E-A,q035,5326,B2,True,5326/normal/17 | 5326/normal/31,5326-madde-27-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-31-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-20-chunk-001,5326/normal/27 | 5326/normal/17 | 5326/normal/31 | 5326/normal/28 | 5326/normal/20,HYBRID RECOVERY | DENSE EVIDENCE DISPLACEMENT | MULTI-SOURCE COMPLETENESS GAIN,False,False,True,True,True,True,True,True,True,0.0
M10E-A,q035,5326,C1,True,5326/normal/17 | 5326/normal/31,5326-madde-17-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-31-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-20-chunk-001,5326/normal/17 | 5326/normal/27 | 5326/normal/31 | 5326/normal/28 | 5326/normal/20,HYBRID RECOVERY | DENSE EVIDENCE DISPLACEMENT | MULTI-SOURCE COMPLETENESS GAIN,True,False,True,True,True,True,True,True,True,0.0
M10E-A,q035,5326,C2,True,5326/normal/17 | 5326/normal/31,5326-madde-17-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-31-chunk-001 | 5326-madde-21-chunk-001,5326/normal/17 | 5326/normal/27 | 5326/normal/28 | 5326/normal/31 | 5326/normal/21,HYBRID RECOVERY | DENSE EVIDENCE DISPLACEMENT | MULTI-SOURCE COMPLETENESS GAIN,True,False,True,True,False,True,True,True,True,0.0
M10E-A,q036,5326,B0,True,5326/normal/18 | 5326/normal/21,5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 4458-madde-17-chunk-001 | 4458-madde-64-chunk-001 | 4458-madde-57-chunk-001,5326/normal/18 | 5326/normal/21 | 4458/normal/17 | 4458/normal/64 | 4458/normal/57,CROSS-LAW INTRUSION,True,False,True,True,True,True,True,True,True,0.6
M10E-A,q036,5326,B2,True,5326/normal/18 | 5326/normal/21,5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 4458-madde-17-chunk-001 | 4458-madde-231-chunk-001 | 4458-gecici-madde-9-chunk-001,5326/normal/18 | 5326/normal/21 | 4458/normal/17 | 4458/normal/231 | 4458/gecici/9,CROSS-LAW INTRUSION,True,False,True,True,True,True,True,True,True,0.6
M10E-A,q036,5326,C1,True,5326/normal/18 | 5326/normal/21,5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 4458-madde-17-chunk-001 | 4458-madde-231-chunk-001 | 4458-gecici-madde-9-chunk-001,5326/normal/18 | 5326/normal/21 | 4458/normal/17 | 4458/normal/231 | 4458/gecici/9,CROSS-LAW INTRUSION,True,False,True,True,True,True,True,True,True,0.6
