id,question,variant,rank,chunk_id,document_source_key,document_id,distance,article_title,expected_sources,first_expected_source_rank,all_expected_sources_recovered_by_rank
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,31,5607-gecici-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/9,5607_kacakcilikla_mucadele_kanunu,1.0732920169830322,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,32,5607-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/8,5607_kacakcilikla_mucadele_kanunu,1.0735292434692383,Tekerrür,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,33,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,1.0826866626739502,Davaya katılma,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,34,5607-madde-20-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/20,5607_kacakcilikla_mucadele_kanunu,1.088491678237915,Tutanaklar,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,35,5607-madde-16-a-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16/a,5607_kacakcilikla_mucadele_kanunu,1.0936071872711182,Kaçak akaryakıtın tasfiyesi,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,36,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,1.1218562126159668,Kontrollü teslimat,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,37,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,1.1278129816055298,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,38,5607-madde-23-chunk-002,5607_kacakcilikla_mucadele_kanunu/normal/23,5607_kacakcilikla_mucadele_kanunu,1.1318728923797607,İkramiyeler,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,39,5607-gecici-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/8,5607_kacakcilikla_mucadele_kanunu,1.1467479467391968,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,40,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,1.1483315229415894,Yetkili merciler,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,41,5607-gecici-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/1,5607_kacakcilikla_mucadele_kanunu,1.166883945465088,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,42,5607-madde-24-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/24,5607_kacakcilikla_mucadele_kanunu,1.1848375797271729,Kriminal laboratuvar,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,43,5607-madde-26-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/26,5607_kacakcilikla_mucadele_kanunu,1.2239307165145874,Yürürlük,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,44,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,1.2300288677215576,Yürütme,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,45,5607-madde-25-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/25,5607_kacakcilikla_mucadele_kanunu,1.2455989122390747,Yürürlükten kaldırılan hükümler,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O1,46,5607-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/1,5607_kacakcilikla_mucadele_kanunu,1.2578753232955933,Amaç,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,1,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.3719314634799957,Yolcu beraberinde getirilen kaçak eşya,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,2,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.48294517397880554,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,3,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.5230554938316345,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,4,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/2,5607_kacakcilikla_mucadele_kanunu,0.523394763469696,Tanımlar,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,5,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,0.5307676196098328,Arama ve elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,6,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.5557205080986023,Müsadere,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,7,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.5641276836395264,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,8,5607-gecici-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/10,5607_kacakcilikla_mucadele_kanunu,0.5689200162887573,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,9,5607-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/12,5607_kacakcilikla_mucadele_kanunu,0.5691180229187012,Yasak eşyanın geri gönderilmesi,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,10,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/10,5607_kacakcilikla_mucadele_kanunu,0.5734493136405945,Kaçak eşya naklinde kullanılan taşıta elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,11,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/5,5607_kacakcilikla_mucadele_kanunu,0.5759136080741882,Etkin pişmanlık,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,12,5607-gecici-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/14,5607_kacakcilikla_mucadele_kanunu,0.5771259665489197,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,13,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.5783911943435669,Davaya katılma,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,14,5607-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/7,5607_kacakcilikla_mucadele_kanunu,0.609276533126831,Deniz taşıtları,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,15,5607-gecici-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/6,5607_kacakcilikla_mucadele_kanunu,0.6162669658660889,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,16,5607-gecici-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/4,5607_kacakcilikla_mucadele_kanunu,0.6174923777580261,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,17,5607-gecici-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/3,5607_kacakcilikla_mucadele_kanunu,0.621381938457489,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,18,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.6254802942276001,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,19,5607-gecici-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/1,5607_kacakcilikla_mucadele_kanunu,0.6268430352210999,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,20,5607-madde-4-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/4,5607_kacakcilikla_mucadele_kanunu,0.6271154880523682,Nitelikli haller,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,21,5607-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/8,5607_kacakcilikla_mucadele_kanunu,0.6300753355026245,Tekerrür,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,22,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.6364685297012329,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,23,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.6439768671989441,Yetkili merciler,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,24,5607-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/14,5607_kacakcilikla_mucadele_kanunu,0.6447614431381226,Mülkiyetin kamuya geçirilmesi,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,25,5607-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/15,5607_kacakcilikla_mucadele_kanunu,0.6500235795974731,Kaim değer,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,26,5607-madde-1-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/1,5607_kacakcilikla_mucadele_kanunu,0.663483738899231,Amaç,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,27,5607-madde-19-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/19,5607_kacakcilikla_mucadele_kanunu,0.6641814112663269,"Kaçakçılığı önleme, izleme ve araştırmakla görevli olanlar",5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,28,5607-gecici-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/9,5607_kacakcilikla_mucadele_kanunu,0.6653215289115906,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,29,5607-gecici-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/11,5607_kacakcilikla_mucadele_kanunu,0.6748825311660767,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,30,5607-madde-20-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/20,5607_kacakcilikla_mucadele_kanunu,0.6803415417671204,Tutanaklar,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,31,5607-madde-22-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/22,5607_kacakcilikla_mucadele_kanunu,0.6934064030647278,Silâh kullanma yetkisi,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,32,5607-madde-16-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16,5607_kacakcilikla_mucadele_kanunu,0.7164513468742371,Tasfiye,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,33,4458-madde-54-chunk-001,4458_gumruk_kanunu/normal/54,4458_gumruk_kanunu,0.7176991701126099,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,34,5607-madde-25-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/25,5607_kacakcilikla_mucadele_kanunu,0.7215115427970886,Yürürlükten kaldırılan hükümler,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,35,5607-gecici-madde-8-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/8,5607_kacakcilikla_mucadele_kanunu,0.7262834906578064,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,36,5607-gecici-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/13,5607_kacakcilikla_mucadele_kanunu,0.7270908355712891,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,37,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.7272104620933533,Yürütme,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,38,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.7372684478759766,Kontrollü teslimat,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,39,5607-madde-26-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/26,5607_kacakcilikla_mucadele_kanunu,0.7375729084014893,Yürürlük,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,40,5607-gecici-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/15,5607_kacakcilikla_mucadele_kanunu,0.7390724420547485,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,41,4458-madde-177-chunk-001,4458_gumruk_kanunu/normal/177,4458_gumruk_kanunu,0.7473481893539429,Tasfiye Edilecek Eşyaya İlişkin İşlemler,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,42,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/11,5607_kacakcilikla_mucadele_kanunu,0.7993052005767822,Elkonulan eşyanın muhafazası,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,43,5607-madde-3-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.819065272808075,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,44,5607-madde-24-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/24,5607_kacakcilikla_mucadele_kanunu,0.8216254711151123,Kriminal laboratuvar,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,45,5326-madde-43-chunk-001,5326_kabahatler_kanunu/normal/43,5326_kabahatler_kanunu,0.8271386623382568,Silah taşıma,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,46,4458-madde-241-chunk-001,4458_gumruk_kanunu/normal/241,4458_gumruk_kanunu,0.8393964767456055,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,47,5607-madde-3-chunk-002,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.8537787795066833,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,48,5326-madde-43-c-chunk-001,5326_kabahatler_kanunu/normal/43/c,5326_kabahatler_kanunu,0.8719290494918823,Amaç dışı bıçak taşıma,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,49,4458-madde-235-chunk-001,4458_gumruk_kanunu/normal/235,4458_gumruk_kanunu,0.8799718618392944,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O2,50,5607-madde-16-a-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/16/a,5607_kacakcilikla_mucadele_kanunu,0.899163544178009,Kaçak akaryakıtın tasfiyesi,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O3,1,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.3719314634799957,Yolcu beraberinde getirilen kaçak eşya,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O3,2,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.48294517397880554,,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O3,3,5607-madde-3-chunk-003,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,0.5230554938316345,Kaçakçılık suçları,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O3,4,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/2,5607_kacakcilikla_mucadele_kanunu,0.523394763469696,Tanımlar,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",O3,5,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,0.5307676196098328,Arama ve elkoyma,5607_kacakcilikla_mucadele_kanunu/normal/6,1,1
