"id","question","expected_articles","expert_validated","retrieved_articles","retrieved_chunk_ids","first_expected_rank","expected_article_present","status","cited_articles","expected_article_cited","citation_count","citation_labels_structurally_valid","requires_priority_review","answer","retrieval_latency_ms","generation_latency_ms","pipeline_latency_ms","embedding_tokens","generation_input_tokens","generation_output_tokens","generation_total_tokens","error_type","error_message_safe","legal_correctness","completeness","groundedness","citation_relevance","sufficiency_decision","unsafe_overclaim","reviewer_notes","all_expected_articles_retrieved","all_expected_articles_cited"
"q035","İdari para cezasını süresinde ödeyen kişi indirimden yararlanıp yine de kanun yoluna başvurabilir mi ve bu başvuru harca tabi midir?","17 | 31","False","17 | 28 | 27 | 21 | 43/A","5326-madde-17-chunk-001 | 5326-madde-28-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-43-a-chunk-001","1","True","YETERSIZ","17 | 27","True","2","True","True","Ödeme süresi içinde yapılan ödemede idarî para cezasından %25 indirim uygulanır; ödeme yapılması, karara karşı kanun yoluna başvurma hakkını etkilemez. İdarî para cezasına karşı tebliğ veya tefhimden itibaren en geç onbeş gün içinde sulh ceza mahkemesine başvurulabilir. [KAYNAK 1] [KAYNAK 3]

Sağlanan kaynaklarda bu başvurunun harca tabi olup olmadığına ilişkin bilgi bulunmamaktadır.","244.50059999981022","2702.217999999448","2964.1159000002517","48","4357","131","4488","","","","","","","","","","False","False"
"q036","Eşyanın mülkiyetinin kamuya geçirilmesi kararı ne zaman yerine getirilir ve bu karar için yerine getirme zamanaşımı ne kadardır?","18 | 21","False","18 | 21 | 27 | 41 | 20","5326-madde-18-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-20-chunk-001","1","True","YETERLI","18 | 21","True","2","True","False","Eşyanın mülkiyetinin kamuya geçirilmesine ilişkin karar, kesinleşmesi hâlinde yerine getirilir. [KAYNAK 1]

Bu karar için yerine getirme zamanaşımı süresi on yıldır. Süre, kararın kesinleştiği takvim yılını izleyen takvim yılının başından itibaren işlemeye başlar. Kanun hükmü nedeniyle yaptırımın yerine getirilmesine başlanamaması veya yerine getirilememesi hâlinde zamanaşımı işlemez. [KAYNAK 2]","4842.063500000222","3018.0555999995704","7875.817900000584","46","3444","135","3579","","","","","","","","","","True","True"
"q037","Dilencilik ve kumar kabahatlerinde gelire ne olur ve mülkiyetin kamuya geçirilmesine hangi makamlar karar verir?","33 | 34","False","34 | 33 | 18 | 27 | 28","5326-madde-34-chunk-001 | 5326-madde-33-chunk-001 | 5326-madde-18-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-28-chunk-001","1","True","YETERLI","33 | 34","True","2","True","False","Dilencilikte, dilencilikten elde edilen gelire elkonulur ve bu gelirin mülkiyetinin kamuya geçirilmesine karar verilir. Mülkiyetin kamuya geçirilmesine mülkî amir veya belediye encümeni karar verir. [KAYNAK 2]

Kumarda, kumardan elde edilen gelire elkonulur ve bu gelirin mülkiyetinin kamuya geçirilmesine karar verilir. Mülkiyetin kamuya geçirilmesine mülkî amir karar verir. [KAYNAK 1]","264.92139999936626","3506.5216000002692","3788.5895999997956","40","3053","135","3188","","","","","","","","","","True","True"
"q038","112'yi kasıtlı biçimde meşgul eden veya asılsız ihbarda bulunan kişi bir yıl içinde aynı fiili tekrarlarsa ceza nasıl uygulanır?","42/A","False","42/A | 43/A | 15 | 20 | 17","5326-madde-42-a-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-15-chunk-001 | 5326-madde-20-chunk-001 | 5326-madde-17-chunk-001","1","True","YETERLI","42/A","True","1","True","False","112 Acil Çağrı Merkezini kasıtlı olarak meşgul etme veya asılsız ihbar fiilinin bir yıl içinde tekrarlanması hâlinde, idari para cezası iki kat uygulanır. Buna göre meşgul etme için 3.000 TL, asılsız ihbar için 30.000 TL idari para cezası verilir; cezayı il valileri uygular. [KAYNAK 1]","231.12789999959205","2814.542099999926","3065.3818000000683","53","3599","117","3716","","","","","","","","","","True","True"
"q039","Bir şirket yararına rüşvet veya dolandırıcılık işlenirse şirkete ayrıca idari para cezasını hangi mahkeme verebilir?","43/A","False","43/A | 37 | 14 | 41 | 33","5326-madde-43-a-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-14-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-33-chunk-001","1","True","YETERLI","43/A","True","1","True","False","Şirket yararına rüşvet veya dolandırıcılık işlenmesi hâlinde, şirkete verilecek idarî para cezasına bu suçlar nedeniyle yargılama yapmakla görevli mahkeme karar verir. [KAYNAK 1]","366.9227000000319","1955.360699999801","2338.616699999875","45","2731","72","2803","","","","","","","","","","True","True"
"q040","Bir banka kendisine verilen paranın sahte olduğunu fark ettiği halde bildirim yapmazsa tüzel kişiye kim idari para cezası verebilir?","43/B","False","43/B | 43/A | 40 | 37 | 32","5326-madde-43-b-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-40-chunk-001 | 5326-madde-37-chunk-001 | 5326-madde-32-chunk-001","1","True","YETERLI","43/B","True","1","True","False","Banka, kendisine ibraz edilen paranın sahte olduğunu anladığı hâlde bildirim yükümlülüğünü yerine getirmezse, tüzel kişiye idarî para cezasını Cumhuriyet savcısı verir. [KAYNAK 1]","272.0430999997916","2090.558500000043","2372.584399999141","45","2360","72","2432","","","","","","","","","","True","True"
"q041","On sekiz yaşından küçüklerin kapsam dışı bıçakları satın alması veya taşıması yasak mıdır; meslek ya da eğitim için kullanım bu kurala tabi midir?","43/C","False","43/C | 43 | 11 | 41 | 37","5326-madde-43-c-chunk-001 | 5326-madde-43-chunk-001 | 5326-madde-11-chunk-001 | 5326-madde-41-chunk-001 | 5326-madde-37-chunk-001","1","True","YETERLI","43/C","True","1","True","False","Evet. 6136 sayılı Kanun kapsamı dışında kalan her tür bıçak ile diğer kesici, delici veya bereleyici aletlerin on sekiz yaşından küçük çocuklara satılması; çocuklar tarafından satın alınması veya taşınması yasaktır. [KAYNAK 1]

Ancak sanat veya mesleğin icrası ya da eğitim için gerekli bıçak, şiş ve benzerlerinin, icra yerinde ve işi/eğitimi yürüten kişilerce kullanılması, bulundurulması ve taşınması bu kurala tabi değildir. [KAYNAK 1]","211.23030000035214","2864.7400999998354","3093.48510000018","57","2545","146","2691","","","","","","","","","","True","True"
"q042","Türkiye'de gerçekleşmeyen bir davranışa Kabahatler Kanunu'nun uygulanıp uygulanmayacağı hangi yer kuralına göre belirlenir?","6","False","7 | 5 | 1 | 10 | 2","5326-madde-7-chunk-001 | 5326-madde-5-chunk-001 | 5326-madde-1-chunk-001 | 5326-madde-10-chunk-001 | 5326-madde-2-chunk-001","","False","YETERSIZ","7 | 5","False","2","True","True","Sağlanan kaynaklarda Kabahatler Kanunu’nun Türkiye dışında gerçekleşen davranışlara uygulanmasında esas alınacak yer bakımından uygulama kuralı yer almamaktadır. Kaynaklar yalnızca kabahatin icraî veya ihmali davranışla işlenebileceğini ve işlenme zamanının failin davranışı gerçekleştirdiği zaman olduğunu belirtmektedir. [KAYNAK 1] [KAYNAK 2]","351.7234999999346","2558.8838000003307","2923.8225999997667","50","1499","129","1628","","","","","","","","","","False","False"
"q043","İşyeri kapatma veya ruhsat geri alma gibi süreli yaptırımlar Kabahatler Kanunu yürürlüğe girince kendiliğinden ortadan kalkmış sayılır mı?","19","False","19 | 2 | 13 | 21 | 30","5326-madde-19-chunk-001 | 5326-gecici-madde-2-chunk-001 | 5326-madde-13-chunk-001 | 5326-madde-21-chunk-001 | 5326-madde-30-chunk-001","1","True","YETERLI","19","True","1","True","False","Hayır. Diğer kanunlarda kabahat karşılığında belirli süreyle öngörülen işyeri kapatma veya ruhsat/ehliyet geri alma yaptırımlarına ilişkin hükümler, ilgili kanunlarda Kabahatler Kanununa uygun değişiklik yapılıncaya kadar saklı tutulmuştur. Bu nedenle, Kabahatler Kanununun yürürlüğe girmesiyle kendiliğinden ortadan kalkmış sayılmazlar. [KAYNAK 1]","173.21700000047713","3077.021099999911","3265.6297999992603","55","1723","118","1841","","","","","","","","","","True","True"
"q044","Mahkeme, alt ve üst sınırı kanunda yazılı bir idari para cezasına yapılan başvuruda ceza miktarını değiştirerek karar verebilir mi?","28","False","28 | 17 | 43/A | 27 | 21","5326-madde-28-chunk-001 | 5326-madde-17-chunk-001 | 5326-madde-43-a-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-21-chunk-001","1","True","YETERLI","28","True","1","True","False","Evet. Kanunda alt ve üst sınırı gösterilen idarî para cezasına karşı başvuru yapılması hâlinde mahkeme, idarî para cezasının miktarını değiştirerek başvurunun kabulüne karar verebilir. [KAYNAK 1]","225.32109999974637","1866.464800000358","2112.8287999999884","45","4353","76","4429","","","","","","","","","","True","True"
"q045","Sulh ceza mahkemesinin idari yaptırım başvurusunda verdiği son karara karşı hangi yola, ne kadar sürede gidilebilir?","29","False","28 | 27 | 29 | 3 | 21","5326-madde-28-chunk-001 | 5326-madde-27-chunk-001 | 5326-madde-29-chunk-001 | 5326-gecici-madde-3-chunk-001 | 5326-madde-21-chunk-001","3","True","YETERLI","29","True","1","True","False","Sulh ceza mahkemesinin idarî yaptırım başvurusu üzerine verdiği son karara karşı, Ceza Muhakemesi Kanununa göre itiraz yoluna gidilebilir. İtiraz, kararın tebliği tarihinden itibaren en geç iki hafta içinde yapılmalıdır. [KAYNAK 3]","195.47719999991386","1983.5146999994322","2194.7025999998004","41","3065","85","3150","","","","","","","","","","True","True"
