id,question,detected_law,expected_sources,variant,rank,chunk_id,document_source_key,document_id,distance,source_any@1,source_any@3,source_any@5,source_all@1,source_all@3,source_all@5,document_hit@1,document_hit@3,document_hit@5,document_all@1,document_all@3,document_all@5,document_intrusion@1,document_intrusion@3,document_intrusion@5
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,B0,5,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.6971018314361572,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A1,1,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.46302229166030884,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A1,2,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.5081138610839844,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A1,3,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,0.5550169944763184,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A1,4,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.568595826625824,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A1,5,5607-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/7,5607_kacakcilikla_mucadele_kanunu,0.5740997195243835,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A2,1,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/10,5607_kacakcilikla_mucadele_kanunu,0.6333397030830383,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A2,2,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.6391137838363647,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A2,3,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.6648713946342468,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A2,4,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.6955997943878174,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A2,5,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.6971018314361572,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A3,1,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.46302229166030884,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A3,2,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/6,5607_kacakcilikla_mucadele_kanunu,0.5081138610839844,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A3,3,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/9,5607_kacakcilikla_mucadele_kanunu,0.5550169944763184,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A3,4,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/13,5607_kacakcilikla_mucadele_kanunu,0.568595826625824,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-015,Kaçak eşya taşımasında bilerek kullanılan bir taşıtın müsadere edilebilmesi için 5607 sayılı Kanunda öngörülen koşullardan hangileri vardır?,5607,5607_kacakcilikla_mucadele_kanunu/normal/13,A3,5,5607-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/7,5607_kacakcilikla_mucadele_kanunu,0.5740997195243835,False,False,True,False,False,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,B0,1,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.7745276689529419,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.4
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,B0,2,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.8251177072525024,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.4
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,B0,3,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.8449298739433289,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.4
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,B0,4,5326-madde-23-chunk-001,5326_kabahatler_kanunu/normal/23,5326_kabahatler_kanunu,0.8568552732467651,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.4
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,B0,5,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.8587368726730347,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.4
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A1,1,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.4923560619354248,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A1,2,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.5353054404258728,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A1,3,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.5923306345939636,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A1,4,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.5990637540817261,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A1,5,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.6028691530227661,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A2,1,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.7745276689529419,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A2,2,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.8251177072525024,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A2,3,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.8449298739433289,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A2,4,5607-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/5,5607_kacakcilikla_mucadele_kanunu,0.8612893223762512,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A2,5,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.8905321359634399,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A3,1,5607-madde-17-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/17,5607_kacakcilikla_mucadele_kanunu,0.4923560619354248,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A3,2,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.5353054404258728,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A3,3,5607-gecici-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/7,5607_kacakcilikla_mucadele_kanunu,0.5923306345939636,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A3,4,5607-gecici-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/2,5607_kacakcilikla_mucadele_kanunu,0.5990637540817261,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-018,5607 sayılı Kanun kapsamındaki suçlar nedeniyle açılan davalara hangi mahkemeler bakar; resmî belgede sahtecilik bağlantısı varsa görevli mahkeme nasıl değişir?,5607,5607_kacakcilikla_mucadele_kanunu/normal/17,A3,5,5607-gecici-madde-12-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/12,5607_kacakcilikla_mucadele_kanunu,0.6028691530227661,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,B0,1,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.5968480110168457,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.6666666666666666,0.8
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,B0,2,4458-madde-225-chunk-001,4458_gumruk_kanunu/normal/225,4458_gumruk_kanunu,0.8025819659233093,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.6666666666666666,0.8
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,B0,3,4458-madde-10-a-chunk-001,4458_gumruk_kanunu/normal/10/a,4458_gumruk_kanunu,0.8026537895202637,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.6666666666666666,0.8
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,B0,4,4458-madde-73-chunk-001,4458_gumruk_kanunu/normal/73,4458_gumruk_kanunu,0.8263991475105286,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.6666666666666666,0.8
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,B0,5,4458-madde-91-chunk-001,4458_gumruk_kanunu/normal/91,4458_gumruk_kanunu,0.8365924954414368,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.6666666666666666,0.8
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A1,1,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.37787872552871704,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A1,2,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.5931782722473145,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A1,3,5607-madde-24-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/24,5607_kacakcilikla_mucadele_kanunu,0.6411920785903931,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A1,4,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.6587837934494019,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A1,5,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.6670053005218506,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A2,1,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.5968480110168457,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A2,2,5607-madde-24-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/24,5607_kacakcilikla_mucadele_kanunu,0.9099692106246948,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A2,3,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/11,5607_kacakcilikla_mucadele_kanunu,0.9105459451675415,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A2,4,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.9797571897506714,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A2,5,5607-gecici-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/11,5607_kacakcilikla_mucadele_kanunu,0.9816940426826477,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A3,1,5607-madde-21-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/21,5607_kacakcilikla_mucadele_kanunu,0.37787872552871704,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A3,2,5607-madde-27-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/27,5607_kacakcilikla_mucadele_kanunu,0.5931782722473145,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A3,3,5607-madde-24-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/24,5607_kacakcilikla_mucadele_kanunu,0.6411920785903931,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A3,4,5607-madde-18-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/18,5607_kacakcilikla_mucadele_kanunu,0.6587837934494019,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
k5607-021,5607 sayılı Kanun çerçevesindeki kontrollü teslimat işlemlerini hangi kurumlar yürütür?,5607,5607_kacakcilikla_mucadele_kanunu/normal/21,A3,5,5607-gecici-madde-5-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/5,5607_kacakcilikla_mucadele_kanunu,0.6670053005218506,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
