id,question,expected_sources,expected_document_ids,rank,chunk_id,document_source_key,document_id,distance,article_id,article_title,source_path,top1_document_id,top1_document_expected,expected_document_top3,expected_document_top5,A_complete_top5_miss,B_partial_multi_source_miss,C_correct_document_wrong_articles,D_wrong_document_intrusion,missing_sources,source_any@1,source_any@3,source_any@5,source_all@1,source_all@3,source_all@5,document_hit@1,document_hit@3,document_hit@5,document_all@1,document_all@3,document_all@5,document_intrusion@1,document_intrusion@3,document_intrusion@5
q028,Mücbir sebeple on beş günlük başvuru süresi kaçırılırsa ne kadar sürede başvurulabilir ve başvuru kesinleşmeyi durdurur mu?,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,5,4458-gecici-madde-10-chunk-001,4458_gumruk_kanunu/gecici/10,4458_gumruk_kanunu,1.0347760915756226,4458-gecici-madde-10,,,4458_gumruk_kanunu,False,True,True,False,False,False,True,,False,True,True,False,True,True,False,True,True,False,True,True,1.0,0.3333333333333333,0.6
q029,Kanun yolu başvurusundan vazgeçen kişi aynı konuda yeniden başvurabilir mi?,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,1,5326-madde-30-chunk-001,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,0.8928619027137756,5326-madde-30,Vazgeçme ve kabul,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q029,Kanun yolu başvurusundan vazgeçen kişi aynı konuda yeniden başvurabilir mi?,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,2,5326-madde-29-chunk-001,5326_kabahatler_kanunu/normal/29,5326_kabahatler_kanunu,1.0810738801956177,5326-madde-29,İtiraz yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q029,Kanun yolu başvurusundan vazgeçen kişi aynı konuda yeniden başvurabilir mi?,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,3,5326-madde-31-chunk-001,5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,1.0850036144256592,5326-madde-31,Masrafların ve vekalet ücretinin ödenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q029,Kanun yolu başvurusundan vazgeçen kişi aynı konuda yeniden başvurabilir mi?,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,4,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,1.091874361038208,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q029,Kanun yolu başvurusundan vazgeçen kişi aynı konuda yeniden başvurabilir mi?,5326_kabahatler_kanunu/normal/30,5326_kabahatler_kanunu,5,5326-gecici-madde-3-chunk-001,5326_kabahatler_kanunu/gecici/3,5326_kabahatler_kanunu,1.1097478866577148,5326-gecici-madde-3,,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q030,"Kamu binasında sigara içme yasağı, sigara içmek için ayrılmış bölümde de uygulanır mı?",5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,1,5326-madde-39-chunk-001,5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,1.1071633100509644,5326-madde-39,Tütün mamullerinin tüketilmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.4
q030,"Kamu binasında sigara içme yasağı, sigara içmek için ayrılmış bölümde de uygulanır mı?",5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,2,4458-madde-191-chunk-001,4458_gumruk_kanunu/normal/191,4458_gumruk_kanunu,1.1786723136901855,4458-madde-191,,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.4
q030,"Kamu binasında sigara içme yasağı, sigara içmek için ayrılmış bölümde de uygulanır mı?",5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,3,5326-madde-43-c-chunk-001,5326_kabahatler_kanunu/normal/43/c,5326_kabahatler_kanunu,1.182971477508545,5326-madde-43-c,Amaç dışı bıçak taşıma,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.4
q030,"Kamu binasında sigara içme yasağı, sigara içmek için ayrılmış bölümde de uygulanır mı?",5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,4,5607-madde-3-chunk-002,5607_kacakcilikla_mucadele_kanunu/normal/3,5607_kacakcilikla_mucadele_kanunu,1.1896862983703613,5607-madde-3,Kaçakçılık suçları,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.4
q030,"Kamu binasında sigara içme yasağı, sigara içmek için ayrılmış bölümde de uygulanır mı?",5326_kabahatler_kanunu/normal/39,5326_kabahatler_kanunu,5,5326-madde-42-chunk-001,5326_kabahatler_kanunu/normal/42,5326_kabahatler_kanunu,1.2047805786132812,5326-madde-42,Afiş asma,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.4
q031,Çevreyi kirleten kişi kirliliği hemen temizlerse yine de idari para cezası verilmesi zorunlu mudur?,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,1,5326-madde-41-chunk-001,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,0.8026784062385559,5326-madde-41,Çevreyi kirletme,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.2
q031,Çevreyi kirleten kişi kirliliği hemen temizlerse yine de idari para cezası verilmesi zorunlu mudur?,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,2,5326-madde-36-chunk-001,5326_kabahatler_kanunu/normal/36,5326_kabahatler_kanunu,0.9675692319869995,5326-madde-36,Gürültü,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.2
q031,Çevreyi kirleten kişi kirliliği hemen temizlerse yine de idari para cezası verilmesi zorunlu mudur?,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,3,5607-gecici-madde-15-chunk-001,5607_kacakcilikla_mucadele_kanunu/gecici/15,5607_kacakcilikla_mucadele_kanunu,0.9829513430595398,5607-gecici-madde-15,,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.2
q031,Çevreyi kirleten kişi kirliliği hemen temizlerse yine de idari para cezası verilmesi zorunlu mudur?,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,4,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,1.0204546451568604,5326-madde-43-a,Tüzel kişilerin sorumluluğu,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.2
q031,Çevreyi kirleten kişi kirliliği hemen temizlerse yine de idari para cezası verilmesi zorunlu mudur?,5326_kabahatler_kanunu/normal/41,5326_kabahatler_kanunu,5,5326-madde-32-chunk-001,5326_kabahatler_kanunu/normal/32,5326_kabahatler_kanunu,1.031872272491455,5326-madde-32,Emre aykırı davranış,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.2
q032,İdari yaptırım kararını vermeye kim yetkilidir ve karar tutanağında kişi ile fiil hakkında hangi temel bilgiler bulunmalıdır?,5326_kabahatler_kanunu/normal/22 | 5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,1,5326-madde-25-chunk-001,5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,0.7074641585350037,5326-madde-25,İdarî yaptırım kararı,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/22,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q032,İdari yaptırım kararını vermeye kim yetkilidir ve karar tutanağında kişi ile fiil hakkında hangi temel bilgiler bulunmalıdır?,5326_kabahatler_kanunu/normal/22 | 5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,2,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.7331625819206238,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/22,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q032,İdari yaptırım kararını vermeye kim yetkilidir ve karar tutanağında kişi ile fiil hakkında hangi temel bilgiler bulunmalıdır?,5326_kabahatler_kanunu/normal/22 | 5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,3,5326-madde-26-chunk-001,5326_kabahatler_kanunu/normal/26,5326_kabahatler_kanunu,0.7590111494064331,5326-madde-26,Kararların tebliği,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/22,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q032,İdari yaptırım kararını vermeye kim yetkilidir ve karar tutanağında kişi ile fiil hakkında hangi temel bilgiler bulunmalıdır?,5326_kabahatler_kanunu/normal/22 | 5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,4,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.8634651899337769,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/22,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q032,İdari yaptırım kararını vermeye kim yetkilidir ve karar tutanağında kişi ile fiil hakkında hangi temel bilgiler bulunmalıdır?,5326_kabahatler_kanunu/normal/22 | 5326_kabahatler_kanunu/normal/25,5326_kabahatler_kanunu,5,5326-madde-24-chunk-001,5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,0.8825097680091858,5326-madde-24,Mahkemenin karar verme yetkisi,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/22,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q033,Bir fiilin soruşturma sırasında veya kovuşturma sırasında kabahat olduğu anlaşılırsa idari yaptırım kararını sırasıyla kim verir?,5326_kabahatler_kanunu/normal/23 | 5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,1,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.5643777251243591,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/23,False,False,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q033,Bir fiilin soruşturma sırasında veya kovuşturma sırasında kabahat olduğu anlaşılırsa idari yaptırım kararını sırasıyla kim verir?,5326_kabahatler_kanunu/normal/23 | 5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,2,5326-madde-15-chunk-001,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,0.6276594400405884,5326-madde-15,İçtima,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/23,False,False,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q033,Bir fiilin soruşturma sırasında veya kovuşturma sırasında kabahat olduğu anlaşılırsa idari yaptırım kararını sırasıyla kim verir?,5326_kabahatler_kanunu/normal/23 | 5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,3,5326-madde-20-chunk-001,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,0.6657276153564453,5326-madde-20,Soruşturma zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/23,False,False,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q033,Bir fiilin soruşturma sırasında veya kovuşturma sırasında kabahat olduğu anlaşılırsa idari yaptırım kararını sırasıyla kim verir?,5326_kabahatler_kanunu/normal/23 | 5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,4,5326-madde-24-chunk-001,5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,0.6683697700500488,5326-madde-24,Mahkemenin karar verme yetkisi,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/23,False,False,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q033,Bir fiilin soruşturma sırasında veya kovuşturma sırasında kabahat olduğu anlaşılırsa idari yaptırım kararını sırasıyla kim verir?,5326_kabahatler_kanunu/normal/23 | 5326_kabahatler_kanunu/normal/24,5326_kabahatler_kanunu,5,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.6740707755088806,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/23,False,False,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q034,İdari yaptırım kararı nasıl tebliğ edilir ve bu karara karşı olağan başvurunun mercii ile süresi nedir?,5326_kabahatler_kanunu/normal/26 | 5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,1,5326-madde-26-chunk-001,5326_kabahatler_kanunu/normal/26,5326_kabahatler_kanunu,0.6728386878967285,5326-madde-26,Kararların tebliği,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q034,İdari yaptırım kararı nasıl tebliğ edilir ve bu karara karşı olağan başvurunun mercii ile süresi nedir?,5326_kabahatler_kanunu/normal/26 | 5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,2,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.7101141214370728,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q034,İdari yaptırım kararı nasıl tebliğ edilir ve bu karara karşı olağan başvurunun mercii ile süresi nedir?,5326_kabahatler_kanunu/normal/26 | 5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,3,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.8262884616851807,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q034,İdari yaptırım kararı nasıl tebliğ edilir ve bu karara karşı olağan başvurunun mercii ile süresi nedir?,5326_kabahatler_kanunu/normal/26 | 5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,4,5326-madde-29-chunk-001,5326_kabahatler_kanunu/normal/29,5326_kabahatler_kanunu,0.8713136911392212,5326-madde-29,İtiraz yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q034,İdari yaptırım kararı nasıl tebliğ edilir ve bu karara karşı olağan başvurunun mercii ile süresi nedir?,5326_kabahatler_kanunu/normal/26 | 5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,5,4458-madde-242-chunk-001,4458_gumruk_kanunu/normal/242,4458_gumruk_kanunu,0.8817299008369446,4458-madde-242,İtirazlar,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q035,İdari para cezasını süresinde ödeyen kişi indirimden yararlanıp yine de kanun yoluna başvurabilir mi ve bu başvuru harca tabi midir?,5326_kabahatler_kanunu/normal/17 | 5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,1,5326-madde-17-chunk-001,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,0.7338530421257019,5326-madde-17,İdarî para cezası,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/31,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q035,İdari para cezasını süresinde ödeyen kişi indirimden yararlanıp yine de kanun yoluna başvurabilir mi ve bu başvuru harca tabi midir?,5326_kabahatler_kanunu/normal/17 | 5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,2,5326-madde-28-chunk-001,5326_kabahatler_kanunu/normal/28,5326_kabahatler_kanunu,0.7443825602531433,5326-madde-28,Başvurunun incelenmesi,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/31,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q035,İdari para cezasını süresinde ödeyen kişi indirimden yararlanıp yine de kanun yoluna başvurabilir mi ve bu başvuru harca tabi midir?,5326_kabahatler_kanunu/normal/17 | 5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,3,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.7544960975646973,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/31,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q035,İdari para cezasını süresinde ödeyen kişi indirimden yararlanıp yine de kanun yoluna başvurabilir mi ve bu başvuru harca tabi midir?,5326_kabahatler_kanunu/normal/17 | 5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,4,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,0.8541801571846008,5326-madde-21,Yerine getirme zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/31,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q035,İdari para cezasını süresinde ödeyen kişi indirimden yararlanıp yine de kanun yoluna başvurabilir mi ve bu başvuru harca tabi midir?,5326_kabahatler_kanunu/normal/17 | 5326_kabahatler_kanunu/normal/31,5326_kabahatler_kanunu,5,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.8600724339485168,5326-madde-43-a,Tüzel kişilerin sorumluluğu,,5326_kabahatler_kanunu,True,True,True,False,True,True,False,5326_kabahatler_kanunu/normal/31,True,True,True,False,False,False,True,True,True,True,True,True,0.0,0.0,0.0
q036,Eşyanın mülkiyetinin kamuya geçirilmesi kararı ne zaman yerine getirilir ve bu karar için yerine getirme zamanaşımı ne kadardır?,5326_kabahatler_kanunu/normal/18 | 5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,1,5326-madde-18-chunk-001,5326_kabahatler_kanunu/normal/18,5326_kabahatler_kanunu,0.7527362108230591,5326-madde-18,Mülkiyetin kamuya geçirilmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.6
q036,Eşyanın mülkiyetinin kamuya geçirilmesi kararı ne zaman yerine getirilir ve bu karar için yerine getirme zamanaşımı ne kadardır?,5326_kabahatler_kanunu/normal/18 | 5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,2,5326-madde-21-chunk-001,5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,0.8386445045471191,5326-madde-21,Yerine getirme zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.6
q036,Eşyanın mülkiyetinin kamuya geçirilmesi kararı ne zaman yerine getirilir ve bu karar için yerine getirme zamanaşımı ne kadardır?,5326_kabahatler_kanunu/normal/18 | 5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,3,4458-madde-17-chunk-001,4458_gumruk_kanunu/normal/17,4458_gumruk_kanunu,0.9780985116958618,4458-madde-17,Eşyanın Tercihli Olmayan Menşei,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.6
q036,Eşyanın mülkiyetinin kamuya geçirilmesi kararı ne zaman yerine getirilir ve bu karar için yerine getirme zamanaşımı ne kadardır?,5326_kabahatler_kanunu/normal/18 | 5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,4,5607-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/14,5607_kacakcilikla_mucadele_kanunu,1.0016310214996338,5607-madde-14,Mülkiyetin kamuya geçirilmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.6
q036,Eşyanın mülkiyetinin kamuya geçirilmesi kararı ne zaman yerine getirilir ve bu karar için yerine getirme zamanaşımı ne kadardır?,5326_kabahatler_kanunu/normal/18 | 5326_kabahatler_kanunu/normal/21,5326_kabahatler_kanunu,5,4458-madde-64-chunk-001,4458_gumruk_kanunu/normal/64,4458_gumruk_kanunu,1.0228321552276611,4458-madde-64,,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.6
q037,Dilencilik ve kumar kabahatlerinde gelire ne olur ve mülkiyetin kamuya geçirilmesine hangi makamlar karar verir?,5326_kabahatler_kanunu/normal/33 | 5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,1,5326-madde-34-chunk-001,5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,0.7157731652259827,5326-madde-34,Kumar,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q037,Dilencilik ve kumar kabahatlerinde gelire ne olur ve mülkiyetin kamuya geçirilmesine hangi makamlar karar verir?,5326_kabahatler_kanunu/normal/33 | 5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,2,5326-madde-33-chunk-001,5326_kabahatler_kanunu/normal/33,5326_kabahatler_kanunu,0.8167095184326172,5326-madde-33,Dilencilik,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q037,Dilencilik ve kumar kabahatlerinde gelire ne olur ve mülkiyetin kamuya geçirilmesine hangi makamlar karar verir?,5326_kabahatler_kanunu/normal/33 | 5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,3,5326-madde-18-chunk-001,5326_kabahatler_kanunu/normal/18,5326_kabahatler_kanunu,0.8609057664871216,5326-madde-18,Mülkiyetin kamuya geçirilmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q037,Dilencilik ve kumar kabahatlerinde gelire ne olur ve mülkiyetin kamuya geçirilmesine hangi makamlar karar verir?,5326_kabahatler_kanunu/normal/33 | 5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,4,5326-madde-27-chunk-001,5326_kabahatler_kanunu/normal/27,5326_kabahatler_kanunu,0.9876059293746948,5326-madde-27,Başvuru yolu,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q037,Dilencilik ve kumar kabahatlerinde gelire ne olur ve mülkiyetin kamuya geçirilmesine hangi makamlar karar verir?,5326_kabahatler_kanunu/normal/33 | 5326_kabahatler_kanunu/normal/34,5326_kabahatler_kanunu,5,5607-madde-14-chunk-001,5607_kacakcilikla_mucadele_kanunu/normal/14,5607_kacakcilikla_mucadele_kanunu,0.9890437126159668,5607-madde-14,Mülkiyetin kamuya geçirilmesi,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.0,0.2
q038,112'yi kasıtlı biçimde meşgul eden veya asılsız ihbarda bulunan kişi bir yıl içinde aynı fiili tekrarlarsa ceza nasıl uygulanır?,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,1,5326-madde-42-a-chunk-001,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,0.9095011949539185,5326-madde-42-a,Asılsız çağrı ve asılsız ihbar,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q038,112'yi kasıtlı biçimde meşgul eden veya asılsız ihbarda bulunan kişi bir yıl içinde aynı fiili tekrarlarsa ceza nasıl uygulanır?,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,2,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.9189015626907349,5326-madde-43-a,Tüzel kişilerin sorumluluğu,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q038,112'yi kasıtlı biçimde meşgul eden veya asılsız ihbarda bulunan kişi bir yıl içinde aynı fiili tekrarlarsa ceza nasıl uygulanır?,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,3,5326-madde-15-chunk-001,5326_kabahatler_kanunu/normal/15,5326_kabahatler_kanunu,0.9289393424987793,5326-madde-15,İçtima,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q038,112'yi kasıtlı biçimde meşgul eden veya asılsız ihbarda bulunan kişi bir yıl içinde aynı fiili tekrarlarsa ceza nasıl uygulanır?,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,4,5326-madde-20-chunk-001,5326_kabahatler_kanunu/normal/20,5326_kabahatler_kanunu,0.9436897039413452,5326-madde-20,Soruşturma zamanaşımı,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q038,112'yi kasıtlı biçimde meşgul eden veya asılsız ihbarda bulunan kişi bir yıl içinde aynı fiili tekrarlarsa ceza nasıl uygulanır?,5326_kabahatler_kanunu/normal/42/a,5326_kabahatler_kanunu,5,5326-madde-17-chunk-001,5326_kabahatler_kanunu/normal/17,5326_kabahatler_kanunu,0.9594857692718506,5326-madde-17,İdarî para cezası,,5326_kabahatler_kanunu,True,True,True,False,False,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0
q039,Bir şirket yararına rüşvet veya dolandırıcılık işlenirse şirkete ayrıca idari para cezasını hangi mahkeme verebilir?,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,1,5326-madde-43-a-chunk-001,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,0.8170483708381653,5326-madde-43-a,Tüzel kişilerin sorumluluğu,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.2
q039,Bir şirket yararına rüşvet veya dolandırıcılık işlenirse şirkete ayrıca idari para cezasını hangi mahkeme verebilir?,5326_kabahatler_kanunu/normal/43/a,5326_kabahatler_kanunu,2,5326-madde-37-chunk-001,5326_kabahatler_kanunu/normal/37,5326_kabahatler_kanunu,0.9217538833618164,5326-madde-37,Rahatsız etme,,5326_kabahatler_kanunu,True,True,True,False,False,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.3333333333333333,0.2
