id,query,expected_sources,rank,chunk_id,document_id,source,distance,best_5607_rank,best_4458_rank,best_5326_rank,source_margin,document_margin,correct_document_absent_top5,gold_exists_in_local_corpus,explicit_5607,query_tokens,taxonomy,competitor_text_status,top_wrong_4458_snippet,text_finding
k5607-008,"Etkin pişmanlık gösteren kişi, resmî makamlar haber almadan önce hangi bilgileri verirse ve bu bilgi neyi sağlarsa cezalandırılmaz?",5607_kacakcilikla_mucadele_kanunu/normal/5,2,5326-madde-40-chunk-001,5326_kabahatler_kanunu,5326_kabahatler_kanunu/normal/40,0.9704285860061646,1,4,2,0.0,0.0,False,True,False,18,,complete,"Madde 12 – 1. Gümrük idareleri ve diğer yetkili kurumlar gizli nitelikteki veya gizlilik esasına göre elde edilen bütün bilgileri saklamak zorundadır. Bu bilgileri veren kişinin veya makamın açık izni olmaksızın söz konusu bilgiler açıklanamaz. Şu kadar ki, gümrük idareleri ve diğer yetkili kurumlar verilerin korunmasına ilişkin yasal hükümler veya yargı kararlarının gereği olarak söz konusu bilgileri ilgili mercilere verirler.",Descriptive token comparison; no causal attribution.
k5607-008,"Etkin pişmanlık gösteren kişi, resmî makamlar haber almadan önce hangi bilgileri verirse ve bu bilgi neyi sağlarsa cezalandırılmaz?",5607_kacakcilikla_mucadele_kanunu/normal/5,3,5326-madde-43-b-chunk-001,5326_kabahatler_kanunu,5326_kabahatler_kanunu/normal/43/b,1.01251220703125,1,4,2,0.0,0.0,False,True,False,18,,complete,"Madde 12 – 1. Gümrük idareleri ve diğer yetkili kurumlar gizli nitelikteki veya gizlilik esasına göre elde edilen bütün bilgileri saklamak zorundadır. Bu bilgileri veren kişinin veya makamın açık izni olmaksızın söz konusu bilgiler açıklanamaz. Şu kadar ki, gümrük idareleri ve diğer yetkili kurumlar verilerin korunmasına ilişkin yasal hükümler veya yargı kararlarının gereği olarak söz konusu bilgileri ilgili mercilere verirler.",Descriptive token comparison; no causal attribution.
k5607-008,"Etkin pişmanlık gösteren kişi, resmî makamlar haber almadan önce hangi bilgileri verirse ve bu bilgi neyi sağlarsa cezalandırılmaz?",5607_kacakcilikla_mucadele_kanunu/normal/5,4,4458-madde-12-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/12,1.0180907249450684,1,4,2,0.0,0.0,False,True,False,18,,complete,"Madde 12 – 1. Gümrük idareleri ve diğer yetkili kurumlar gizli nitelikteki veya gizlilik esasına göre elde edilen bütün bilgileri saklamak zorundadır. Bu bilgileri veren kişinin veya makamın açık izni olmaksızın söz konusu bilgiler açıklanamaz. Şu kadar ki, gümrük idareleri ve diğer yetkili kurumlar verilerin korunmasına ilişkin yasal hükümler veya yargı kararlarının gereği olarak söz konusu bilgileri ilgili mercilere verirler.",Descriptive token comparison; no causal attribution.
k5607-008,"Etkin pişmanlık gösteren kişi, resmî makamlar haber almadan önce hangi bilgileri verirse ve bu bilgi neyi sağlarsa cezalandırılmaz?",5607_kacakcilikla_mucadele_kanunu/normal/5,5,5326-madde-37-chunk-001,5326_kabahatler_kanunu,5326_kabahatler_kanunu/normal/37,1.0259499549865723,1,4,2,0.0,0.0,False,True,False,18,,complete,"Madde 12 – 1. Gümrük idareleri ve diğer yetkili kurumlar gizli nitelikteki veya gizlilik esasına göre elde edilen bütün bilgileri saklamak zorundadır. Bu bilgileri veren kişinin veya makamın açık izni olmaksızın söz konusu bilgiler açıklanamaz. Şu kadar ki, gümrük idareleri ve diğer yetkili kurumlar verilerin korunmasına ilişkin yasal hükümler veya yargı kararlarının gereği olarak söz konusu bilgileri ilgili mercilere verirler.",Descriptive token comparison; no causal attribution.
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",5607_kacakcilikla_mucadele_kanunu/normal/6,1,4458-madde-235-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/235,0.7812345027923584,3,1,,0.036444127559661865,0.036444127559661865,False,True,False,20,H | F,complete,"3. Yolcuların, gümrük mevzuatına göre kişisel ve hediyelik eşya kapsamı dışında olup beyanlarına aykırı olarak üzerlerinde, eşyası arasında veya taşıma araçlarında çıkan ya da başkasına ait olduğu halde kendi eşyasıymış gibi gösterdikleri eşyanın gümrük vergileri iki kat olarak alınır ve eşya sahibine teslim edilir. Gümrük vergileri ödenmediği takdirde, eşya gümrüğe terk edilmiş sayılır.","4458/235(3) closely parallels the passenger, belongings/vehicle and contrary-declaration situation, then imposes doubled customs taxes. 5607/6(4) instead supplies the two conditions for applying Article 3. This is unusually concrete overlap across distinct legal consequences."
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",5607_kacakcilikla_mucadele_kanunu/normal/6,2,4458-madde-167-chunk-002,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/167,0.8075050115585327,3,1,,0.036444127559661865,0.036444127559661865,False,True,False,20,H | F,complete,"3. Yolcuların, gümrük mevzuatına göre kişisel ve hediyelik eşya kapsamı dışında olup beyanlarına aykırı olarak üzerlerinde, eşyası arasında veya taşıma araçlarında çıkan ya da başkasına ait olduğu halde kendi eşyasıymış gibi gösterdikleri eşyanın gümrük vergileri iki kat olarak alınır ve eşya sahibine teslim edilir. Gümrük vergileri ödenmediği takdirde, eşya gümrüğe terk edilmiş sayılır.","4458/235(3) closely parallels the passenger, belongings/vehicle and contrary-declaration situation, then imposes doubled customs taxes. 5607/6(4) instead supplies the two conditions for applying Article 3. This is unusually concrete overlap across distinct legal consequences."
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",5607_kacakcilikla_mucadele_kanunu/normal/6,3,5607-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/6,0.8176786303520203,3,1,,0.036444127559661865,0.036444127559661865,False,True,False,20,H | F,complete,"3. Yolcuların, gümrük mevzuatına göre kişisel ve hediyelik eşya kapsamı dışında olup beyanlarına aykırı olarak üzerlerinde, eşyası arasında veya taşıma araçlarında çıkan ya da başkasına ait olduğu halde kendi eşyasıymış gibi gösterdikleri eşyanın gümrük vergileri iki kat olarak alınır ve eşya sahibine teslim edilir. Gümrük vergileri ödenmediği takdirde, eşya gümrüğe terk edilmiş sayılır.","4458/235(3) closely parallels the passenger, belongings/vehicle and contrary-declaration situation, then imposes doubled customs taxes. 5607/6(4) instead supplies the two conditions for applying Article 3. This is unusually concrete overlap across distinct legal consequences."
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",5607_kacakcilikla_mucadele_kanunu/normal/6,4,4458-madde-235-chunk-002,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/235,0.8282941579818726,3,1,,0.036444127559661865,0.036444127559661865,False,True,False,20,H | F,complete,"3. Yolcuların, gümrük mevzuatına göre kişisel ve hediyelik eşya kapsamı dışında olup beyanlarına aykırı olarak üzerlerinde, eşyası arasında veya taşıma araçlarında çıkan ya da başkasına ait olduğu halde kendi eşyasıymış gibi gösterdikleri eşyanın gümrük vergileri iki kat olarak alınır ve eşya sahibine teslim edilir. Gümrük vergileri ödenmediği takdirde, eşya gümrüğe terk edilmiş sayılır.","4458/235(3) closely parallels the passenger, belongings/vehicle and contrary-declaration situation, then imposes doubled customs taxes. 5607/6(4) instead supplies the two conditions for applying Article 3. This is unusually concrete overlap across distinct legal consequences."
k5607-009,"Yolcunun üzerinde, eşyası arasında veya taşıma aracında beyanına aykırı olarak çıkan eşya hangi iki durumda 3 üncü madde hükümlerine tabi olur?",5607_kacakcilikla_mucadele_kanunu/normal/6,5,4458-madde-236-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/236,0.8312128186225891,3,1,,0.036444127559661865,0.036444127559661865,False,True,False,20,H | F,complete,"3. Yolcuların, gümrük mevzuatına göre kişisel ve hediyelik eşya kapsamı dışında olup beyanlarına aykırı olarak üzerlerinde, eşyası arasında veya taşıma araçlarında çıkan ya da başkasına ait olduğu halde kendi eşyasıymış gibi gösterdikleri eşyanın gümrük vergileri iki kat olarak alınır ve eşya sahibine teslim edilir. Gümrük vergileri ödenmediği takdirde, eşya gümrüğe terk edilmiş sayılır.","4458/235(3) closely parallels the passenger, belongings/vehicle and contrary-declaration situation, then imposes doubled customs taxes. 5607/6(4) instead supplies the two conditions for applying Article 3. This is unusually concrete overlap across distinct legal consequences."
k5607-010,İzinsiz olarak gümrük bölgesine girip sahile veya başka bir gemiye yanaşan geminin kaptanı hangi ek bulgular varsa kaçakçılık hükümlerine göre cezalandırılır?,5607_kacakcilikla_mucadele_kanunu/normal/7,1,5607-madde-7-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/7,0.6034631729125977,1,2,,0.0,0.0,False,True,False,21,,complete,"3. 34 üncü maddenin 5 inci fıkrasında belirtilen bir geminin veya hava gemisinin beklenmeyen haller veya mücbir sebep nedeniyle 34 üncü maddenin 1, 3 ve 4 üncü fıkralarında öngörülen yükümlülüklere uymaksızın geçici olarak Türkiye Gümrük Bölgesi içinde demir atmaya veya konaklamaya mecbur kalması halinde, bu gemiyi veya hava gemisini Gümrük Bölgesine getiren veya onun yerine hareket eden diğer kişiler, gümrük idaresini gecikmeksizin durumdan haberdar ederler.",Descriptive token comparison; no causal attribution.
k5607-010,İzinsiz olarak gümrük bölgesine girip sahile veya başka bir gemiye yanaşan geminin kaptanı hangi ek bulgular varsa kaçakçılık hükümlerine göre cezalandırılır?,5607_kacakcilikla_mucadele_kanunu/normal/7,2,4458-madde-38-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/38,0.7803314328193665,1,2,,0.0,0.0,False,True,False,21,,complete,"3. 34 üncü maddenin 5 inci fıkrasında belirtilen bir geminin veya hava gemisinin beklenmeyen haller veya mücbir sebep nedeniyle 34 üncü maddenin 1, 3 ve 4 üncü fıkralarında öngörülen yükümlülüklere uymaksızın geçici olarak Türkiye Gümrük Bölgesi içinde demir atmaya veya konaklamaya mecbur kalması halinde, bu gemiyi veya hava gemisini Gümrük Bölgesine getiren veya onun yerine hareket eden diğer kişiler, gümrük idaresini gecikmeksizin durumdan haberdar ederler.",Descriptive token comparison; no causal attribution.
k5607-010,İzinsiz olarak gümrük bölgesine girip sahile veya başka bir gemiye yanaşan geminin kaptanı hangi ek bulgular varsa kaçakçılık hükümlerine göre cezalandırılır?,5607_kacakcilikla_mucadele_kanunu/normal/7,3,4458-madde-90-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/90,0.8152741193771362,1,2,,0.0,0.0,False,True,False,21,,complete,"3. 34 üncü maddenin 5 inci fıkrasında belirtilen bir geminin veya hava gemisinin beklenmeyen haller veya mücbir sebep nedeniyle 34 üncü maddenin 1, 3 ve 4 üncü fıkralarında öngörülen yükümlülüklere uymaksızın geçici olarak Türkiye Gümrük Bölgesi içinde demir atmaya veya konaklamaya mecbur kalması halinde, bu gemiyi veya hava gemisini Gümrük Bölgesine getiren veya onun yerine hareket eden diğer kişiler, gümrük idaresini gecikmeksizin durumdan haberdar ederler.",Descriptive token comparison; no causal attribution.
k5607-010,İzinsiz olarak gümrük bölgesine girip sahile veya başka bir gemiye yanaşan geminin kaptanı hangi ek bulgular varsa kaçakçılık hükümlerine göre cezalandırılır?,5607_kacakcilikla_mucadele_kanunu/normal/7,4,4458-madde-34-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/34,0.8772742748260498,1,2,,0.0,0.0,False,True,False,21,,complete,"3. 34 üncü maddenin 5 inci fıkrasında belirtilen bir geminin veya hava gemisinin beklenmeyen haller veya mücbir sebep nedeniyle 34 üncü maddenin 1, 3 ve 4 üncü fıkralarında öngörülen yükümlülüklere uymaksızın geçici olarak Türkiye Gümrük Bölgesi içinde demir atmaya veya konaklamaya mecbur kalması halinde, bu gemiyi veya hava gemisini Gümrük Bölgesine getiren veya onun yerine hareket eden diğer kişiler, gümrük idaresini gecikmeksizin durumdan haberdar ederler.",Descriptive token comparison; no causal attribution.
k5607-010,İzinsiz olarak gümrük bölgesine girip sahile veya başka bir gemiye yanaşan geminin kaptanı hangi ek bulgular varsa kaçakçılık hükümlerine göre cezalandırılır?,5607_kacakcilikla_mucadele_kanunu/normal/7,5,5607-madde-22-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/22,0.8790954351425171,1,2,,0.0,0.0,False,True,False,21,,complete,"3. 34 üncü maddenin 5 inci fıkrasında belirtilen bir geminin veya hava gemisinin beklenmeyen haller veya mücbir sebep nedeniyle 34 üncü maddenin 1, 3 ve 4 üncü fıkralarında öngörülen yükümlülüklere uymaksızın geçici olarak Türkiye Gümrük Bölgesi içinde demir atmaya veya konaklamaya mecbur kalması halinde, bu gemiyi veya hava gemisini Gümrük Bölgesine getiren veya onun yerine hareket eden diğer kişiler, gümrük idaresini gecikmeksizin durumdan haberdar ederler.",Descriptive token comparison; no causal attribution.
k5607-011,"Kaçak eşya, silah, mühimmat, patlayıcı veya uyuşturucu bulunduğundan şüphe edilen kap, ambalaj, taşıma aracı ve kişiler üzerindeki arama ve elkoyma hangi kanuna göre yapılır?",5607_kacakcilikla_mucadele_kanunu/normal/9,1,5607-madde-9-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/9,0.5868660807609558,1,,,0.0,0.0,False,True,False,24,,no saved 4458 competitor,,
k5607-011,"Kaçak eşya, silah, mühimmat, patlayıcı veya uyuşturucu bulunduğundan şüphe edilen kap, ambalaj, taşıma aracı ve kişiler üzerindeki arama ve elkoyma hangi kanuna göre yapılır?",5607_kacakcilikla_mucadele_kanunu/normal/9,2,5607-madde-2-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/2,0.749894917011261,1,,,0.0,0.0,False,True,False,24,,no saved 4458 competitor,,
k5607-011,"Kaçak eşya, silah, mühimmat, patlayıcı veya uyuşturucu bulunduğundan şüphe edilen kap, ambalaj, taşıma aracı ve kişiler üzerindeki arama ve elkoyma hangi kanuna göre yapılır?",5607_kacakcilikla_mucadele_kanunu/normal/9,3,5607-gecici-madde-6-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/gecici/6,0.7499246001243591,1,,,0.0,0.0,False,True,False,24,,no saved 4458 competitor,,
k5607-011,"Kaçak eşya, silah, mühimmat, patlayıcı veya uyuşturucu bulunduğundan şüphe edilen kap, ambalaj, taşıma aracı ve kişiler üzerindeki arama ve elkoyma hangi kanuna göre yapılır?",5607_kacakcilikla_mucadele_kanunu/normal/9,4,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/10,0.7585372924804688,1,,,0.0,0.0,False,True,False,24,,no saved 4458 competitor,,
k5607-011,"Kaçak eşya, silah, mühimmat, patlayıcı veya uyuşturucu bulunduğundan şüphe edilen kap, ambalaj, taşıma aracı ve kişiler üzerindeki arama ve elkoyma hangi kanuna göre yapılır?",5607_kacakcilikla_mucadele_kanunu/normal/9,5,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/11,0.7615490555763245,1,,,0.0,0.0,False,True,False,24,,no saved 4458 competitor,,
k5607-012,Kaçakçılık suçlarında kullanılan taşıta hangi şartlarda elkonulur ve elkonulan taşıtın müsadere edilebilmesi bakımından hangi bağlantılı durumlar önem taşır?,5607_kacakcilikla_mucadele_kanunu/normal/10 | 5607_kacakcilikla_mucadele_kanunu/normal/13,1,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/10,0.6158590912818909,1,,,0.0,0.0,False,True,False,18,,no saved 4458 competitor,,
k5607-012,Kaçakçılık suçlarında kullanılan taşıta hangi şartlarda elkonulur ve elkonulan taşıtın müsadere edilebilmesi bakımından hangi bağlantılı durumlar önem taşır?,5607_kacakcilikla_mucadele_kanunu/normal/10 | 5607_kacakcilikla_mucadele_kanunu/normal/13,2,5607-madde-13-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/13,0.7457725405693054,1,,,0.0,0.0,False,True,False,18,,no saved 4458 competitor,,
k5607-012,Kaçakçılık suçlarında kullanılan taşıta hangi şartlarda elkonulur ve elkonulan taşıtın müsadere edilebilmesi bakımından hangi bağlantılı durumlar önem taşır?,5607_kacakcilikla_mucadele_kanunu/normal/10 | 5607_kacakcilikla_mucadele_kanunu/normal/13,3,5607-gecici-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/gecici/11,0.7654498219490051,1,,,0.0,0.0,False,True,False,18,,no saved 4458 competitor,,
k5607-012,Kaçakçılık suçlarında kullanılan taşıta hangi şartlarda elkonulur ve elkonulan taşıtın müsadere edilebilmesi bakımından hangi bağlantılı durumlar önem taşır?,5607_kacakcilikla_mucadele_kanunu/normal/10 | 5607_kacakcilikla_mucadele_kanunu/normal/13,4,5607-gecici-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/gecici/10,0.7750679850578308,1,,,0.0,0.0,False,True,False,18,,no saved 4458 competitor,,
k5607-012,Kaçakçılık suçlarında kullanılan taşıta hangi şartlarda elkonulur ve elkonulan taşıtın müsadere edilebilmesi bakımından hangi bağlantılı durumlar önem taşır?,5607_kacakcilikla_mucadele_kanunu/normal/10 | 5607_kacakcilikla_mucadele_kanunu/normal/13,5,5607-madde-16-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/16,0.7882362604141235,1,,,0.0,0.0,False,True,False,18,,no saved 4458 competitor,,
k5607-013,Kaçak şüphesiyle elkonulan eşya ile alıkonulan taşıtların gümrük idaresine tesliminde hangi ayırt edici bilgileri içeren tutanak düzenlenir?,5607_kacakcilikla_mucadele_kanunu/normal/11,1,5607-madde-10-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/10,0.7616958618164062,1,3,,0.029788196086883545,0.0,False,True,False,17,I,complete,"2. 177 nci maddenin ikinci fıkrasında belirtilen ve satış suretiyle tasfiye edilen eşya ve taşıtların satış bedelleri, Kaçakçılıkla Mücadele Kanununun 10 uncu maddesinin ikinci fıkrasında belirtilen taşıtlar için taşıtın muhafazası ve satışı için gerekli olan bütün giderler düşüldükten sonra, aynı Kanunun 16 ncı maddesindeki eşya ve taşıtlarda ise tamamı sahipleri adına emanet hesabına alınır. Bu tutarlar, eşya ile ilgili dava sonucunda iade kararı verilmesi halinde sahibine ödenir. (Değişik son cümle: 28/3/2013-6455/5 md.) Eşyanın sahibine iade edilmesine karar verilmesi halinde tasfiye edilen eşyanın gümrük vergileri iade edilmez, müsadere kararı verilmesi halinde satış bedeli Gümrük ve Ticaret Bakanlığı döner sermaye işletmesine irat kaydedilir.",Descriptive token comparison; no causal attribution.
k5607-013,Kaçak şüphesiyle elkonulan eşya ile alıkonulan taşıtların gümrük idaresine tesliminde hangi ayırt edici bilgileri içeren tutanak düzenlenir?,5607_kacakcilikla_mucadele_kanunu/normal/11,2,5607-madde-11-chunk-001,5607_kacakcilikla_mucadele_kanunu,5607_kacakcilikla_mucadele_kanunu/normal/11,0.7914840579032898,1,3,,0.029788196086883545,0.0,False,True,False,17,I,complete,"2. 177 nci maddenin ikinci fıkrasında belirtilen ve satış suretiyle tasfiye edilen eşya ve taşıtların satış bedelleri, Kaçakçılıkla Mücadele Kanununun 10 uncu maddesinin ikinci fıkrasında belirtilen taşıtlar için taşıtın muhafazası ve satışı için gerekli olan bütün giderler düşüldükten sonra, aynı Kanunun 16 ncı maddesindeki eşya ve taşıtlarda ise tamamı sahipleri adına emanet hesabına alınır. Bu tutarlar, eşya ile ilgili dava sonucunda iade kararı verilmesi halinde sahibine ödenir. (Değişik son cümle: 28/3/2013-6455/5 md.) Eşyanın sahibine iade edilmesine karar verilmesi halinde tasfiye edilen eşyanın gümrük vergileri iade edilmez, müsadere kararı verilmesi halinde satış bedeli Gümrük ve Ticaret Bakanlığı döner sermaye işletmesine irat kaydedilir.",Descriptive token comparison; no causal attribution.
k5607-013,Kaçak şüphesiyle elkonulan eşya ile alıkonulan taşıtların gümrük idaresine tesliminde hangi ayırt edici bilgileri içeren tutanak düzenlenir?,5607_kacakcilikla_mucadele_kanunu/normal/11,3,4458-madde-180-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/180,0.8057103157043457,1,3,,0.029788196086883545,0.0,False,True,False,17,I,complete,"2. 177 nci maddenin ikinci fıkrasında belirtilen ve satış suretiyle tasfiye edilen eşya ve taşıtların satış bedelleri, Kaçakçılıkla Mücadele Kanununun 10 uncu maddesinin ikinci fıkrasında belirtilen taşıtlar için taşıtın muhafazası ve satışı için gerekli olan bütün giderler düşüldükten sonra, aynı Kanunun 16 ncı maddesindeki eşya ve taşıtlarda ise tamamı sahipleri adına emanet hesabına alınır. Bu tutarlar, eşya ile ilgili dava sonucunda iade kararı verilmesi halinde sahibine ödenir. (Değişik son cümle: 28/3/2013-6455/5 md.) Eşyanın sahibine iade edilmesine karar verilmesi halinde tasfiye edilen eşyanın gümrük vergileri iade edilmez, müsadere kararı verilmesi halinde satış bedeli Gümrük ve Ticaret Bakanlığı döner sermaye işletmesine irat kaydedilir.",Descriptive token comparison; no causal attribution.
k5607-013,Kaçak şüphesiyle elkonulan eşya ile alıkonulan taşıtların gümrük idaresine tesliminde hangi ayırt edici bilgileri içeren tutanak düzenlenir?,5607_kacakcilikla_mucadele_kanunu/normal/11,4,4458-madde-235-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/235,0.8125775456428528,1,3,,0.029788196086883545,0.0,False,True,False,17,I,complete,"2. 177 nci maddenin ikinci fıkrasında belirtilen ve satış suretiyle tasfiye edilen eşya ve taşıtların satış bedelleri, Kaçakçılıkla Mücadele Kanununun 10 uncu maddesinin ikinci fıkrasında belirtilen taşıtlar için taşıtın muhafazası ve satışı için gerekli olan bütün giderler düşüldükten sonra, aynı Kanunun 16 ncı maddesindeki eşya ve taşıtlarda ise tamamı sahipleri adına emanet hesabına alınır. Bu tutarlar, eşya ile ilgili dava sonucunda iade kararı verilmesi halinde sahibine ödenir. (Değişik son cümle: 28/3/2013-6455/5 md.) Eşyanın sahibine iade edilmesine karar verilmesi halinde tasfiye edilen eşyanın gümrük vergileri iade edilmez, müsadere kararı verilmesi halinde satış bedeli Gümrük ve Ticaret Bakanlığı döner sermaye işletmesine irat kaydedilir.",Descriptive token comparison; no causal attribution.
k5607-013,Kaçak şüphesiyle elkonulan eşya ile alıkonulan taşıtların gümrük idaresine tesliminde hangi ayırt edici bilgileri içeren tutanak düzenlenir?,5607_kacakcilikla_mucadele_kanunu/normal/11,5,4458-madde-198-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/198,0.8202232122421265,1,3,,0.029788196086883545,0.0,False,True,False,17,I,complete,"2. 177 nci maddenin ikinci fıkrasında belirtilen ve satış suretiyle tasfiye edilen eşya ve taşıtların satış bedelleri, Kaçakçılıkla Mücadele Kanununun 10 uncu maddesinin ikinci fıkrasında belirtilen taşıtlar için taşıtın muhafazası ve satışı için gerekli olan bütün giderler düşüldükten sonra, aynı Kanunun 16 ncı maddesindeki eşya ve taşıtlarda ise tamamı sahipleri adına emanet hesabına alınır. Bu tutarlar, eşya ile ilgili dava sonucunda iade kararı verilmesi halinde sahibine ödenir. (Değişik son cümle: 28/3/2013-6455/5 md.) Eşyanın sahibine iade edilmesine karar verilmesi halinde tasfiye edilen eşyanın gümrük vergileri iade edilmez, müsadere kararı verilmesi halinde satış bedeli Gümrük ve Ticaret Bakanlığı döner sermaye işletmesine irat kaydedilir.",Descriptive token comparison; no causal attribution.
k5607-014,Yabancı ülkeden gelen yasak eşya yükleme veya taşıma belgelerinde gösterilerek gümrüğe getirilmişse hangi güvenlik koşulları altında nereye gönderilebilir?,5607_kacakcilikla_mucadele_kanunu/normal/12,1,4458-madde-56-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/56,0.836311936378479,,1,,,,True,True,False,18,I,complete,"2. Türk menşeli eşyada kullanılmak üzere ve bunların başka ülke menşeli olduğunu gösterecek veya böyle bir izlenim uyandıracak nitelikte, üzerleri yabancı dille yazılı veya basılı her türlü boş zarf, şerit, etiket, damga ve benzeri eşya ile Türkiye'de düzenlenebilecek belgeleri başka ülkelerde düzenlenmiş gibi gösterebilecek nitelikte, üzerleri imzalı veya imzasız olsun, Türkiye'de yerleşik olmayan yabancı firmalara ait proforma faturalar hariç boş faturaların Türkiye'ye ithaline izin verilmez.","4458/56 concerns goods barred from import and permission for transit, warehousing or re-export, whereas 5607/12 addresses prohibited goods shown in loading/transport documents and secure return/transit. Shared prohibited-goods handling plausibly connects them; the 5607 source is short and directly worded."
k5607-014,Yabancı ülkeden gelen yasak eşya yükleme veya taşıma belgelerinde gösterilerek gümrüğe getirilmişse hangi güvenlik koşulları altında nereye gönderilebilir?,5607_kacakcilikla_mucadele_kanunu/normal/12,2,4458-madde-235-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/235,0.8512171506881714,,1,,,,True,True,False,18,I,complete,"2. Türk menşeli eşyada kullanılmak üzere ve bunların başka ülke menşeli olduğunu gösterecek veya böyle bir izlenim uyandıracak nitelikte, üzerleri yabancı dille yazılı veya basılı her türlü boş zarf, şerit, etiket, damga ve benzeri eşya ile Türkiye'de düzenlenebilecek belgeleri başka ülkelerde düzenlenmiş gibi gösterebilecek nitelikte, üzerleri imzalı veya imzasız olsun, Türkiye'de yerleşik olmayan yabancı firmalara ait proforma faturalar hariç boş faturaların Türkiye'ye ithaline izin verilmez.","4458/56 concerns goods barred from import and permission for transit, warehousing or re-export, whereas 5607/12 addresses prohibited goods shown in loading/transport documents and secure return/transit. Shared prohibited-goods handling plausibly connects them; the 5607 source is short and directly worded."
k5607-014,Yabancı ülkeden gelen yasak eşya yükleme veya taşıma belgelerinde gösterilerek gümrüğe getirilmişse hangi güvenlik koşulları altında nereye gönderilebilir?,5607_kacakcilikla_mucadele_kanunu/normal/12,3,4458-madde-175-chunk-001,4458_gumruk_kanunu,4458_gumruk_kanunu/normal/175,0.8574132323265076,,1,,,,True,True,False,18,I,complete,"2. Türk menşeli eşyada kullanılmak üzere ve bunların başka ülke menşeli olduğunu gösterecek veya böyle bir izlenim uyandıracak nitelikte, üzerleri yabancı dille yazılı veya basılı her türlü boş zarf, şerit, etiket, damga ve benzeri eşya ile Türkiye'de düzenlenebilecek belgeleri başka ülkelerde düzenlenmiş gibi gösterebilecek nitelikte, üzerleri imzalı veya imzasız olsun, Türkiye'de yerleşik olmayan yabancı firmalara ait proforma faturalar hariç boş faturaların Türkiye'ye ithaline izin verilmez.","4458/56 concerns goods barred from import and permission for transit, warehousing or re-export, whereas 5607/12 addresses prohibited goods shown in loading/transport documents and secure return/transit. Shared prohibited-goods handling plausibly connects them; the 5607 source is short and directly worded."
